slug,recall_number,report_date,classification,status,recalling_firm,distribution_states,product
cauliflower,F-0276-2025,2024-12-18,Class I,Terminated,4 Earth Farms formerly Mcl Fresh Inc,"The firm distributed to seven (7) direct account consignees. Five(5) of those were distribution centers, two (2) were d…","Organic Vegetable Medley; Broccoli, Carrots & Cauliflower. Washed and ready to prepare; Perishable keep refrigerated. NET WT 12 OZ (340g) (6 pack/case) DISTRIBUTED BY: Walmart Inc…"
cauliflower,F-0277-2025,2024-12-18,Class I,Terminated,4 Earth Farms formerly Mcl Fresh Inc,"The firm distributed to seven (7) direct account consignees. Five(5) of those were distribution centers, two (2) were d…","Organic Vegetable Medley; Broccoli, Cauliflower, & Carrots. Washed and ready to prepare; Perishable keep refrigerated. NET WT 12 OZ (340g) (6 pack/case) DISTRIBUTED BY: UNFI, Prov…"
cauliflower,F-1786-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Roasting Vegetables. With Olive Oil and Herbs. Contains: . Keep Refrigerated. Item 89350. Butternut Squash, Brussel Sprouts, Cauliflower, Carrot, Parsnip, Olive Oil, Salt, Black P…"
cauliflower,F-1769-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Riced Sweet Potato & Cauliflower. Keep Refrigerated. Item 80998. Net Wt. 12 oz. Packed under brands: Crazy Fresh, quick & easy, and grocery store branded."
cauliflower,F-1761-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Cauliflower packaged in the following forms and brands: 1. Item 80836. Cauliflower Steak Net Wt. 12 oz. Keep Refrigerated. Crazy Fresh, quick & easy, and grocery store branded. 2.…"
cauliflower,F-1772-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Fresh Veggie Value Bowl. Contains: Carrots, Celery, Cauliflower, Broccoli, Radish. Keep Refrigerated. Net Wt. 2.5 lbs. Item 82709. Packaged in the following brands Crazy Fresh, qu…"
cauliflower,F-1768-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Riced Cauliflower. Keep Refrigerated. Item 80997. Net Wt. 12 oz. Packed under brands: Crazy Fresh, quick & easy, and grocery store branded."
cauliflower,F-1758-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Tomato, Radish, Broccoli, Cauliflower. Net Wt. 11 oz. Item 80819 Packaged under the following brands: Crazy Fresh, quick & easy, and grocery store branded."
caviar,H-0391-2025,2025-08-13,Class I,Terminated,Krasnyi Oktyabr USA Inc,"AZ, CA, CO, FL, GA, KS, MA, MI, MN, MO, NY, OH, PA, TX, WA, WI","ARAL FISH; ARAL SILVER VOBLA; WHOLE DRIED, SALTED ROACH FISH EVISCERATED; FISH ROE DRIED; Ingredients: whole eviscerated dried roach fish, caviar may be present, salt.; Distribute…"
celery,H-0464-2026,2026-02-11,Class II,Ongoing,"Organic Spices, Inc","U.S. Distribution: CA, CO, IL, IN, MI, NC, NY, OH, OR, PA, TX, UT, WA",spicely ORGANIC celery salt NO ARTIFICIAL COLORING NO GLUTEN - NO MSG - NO SOY NO PRESERVATIVES - NO WHEAT NO SUGAR - NO SALT - NO IRRADIATION Net wt: 2.4oz (68g) Ingredients: Sal…
celery,H-0221-2025,2025-07-16,Class I,Terminated,"The Whole Herb Company, Inc.",Domestic: IA. Foreign: Not Applicable.,"Celery Seed Whole Organic, labeled, ""CELERY SEED WHL OG; Net Wt: 56.25 Lbs"""
celery,F-0328-2025,2025-01-08,Class II,Terminated,Gracie's Kitchens Inc.,CT and NY,a.) King Kullen brand Diced Celery; UPC: 85316-10083; 12 oz plastic container b.) Wild By Nature brand Diced Celery; UPC: 85316-10083; 12 oz plastic container c.) Gracie's Kitchen…
celery,F-0292-2025,2024-12-25,Class I,Terminated,"F&S Fresh Foods, Inc.","AZ, CA, HI, ID, NV","WHOLE FOODS MARKET, Organic Carrots & Celery, NET WT. 15 oz (425 g), PERISHABLE KEEP REFRIGERATED, Packed For: Whole Foods Market Austin, TX 78703, Pre-washed and ready to eat"
celery,F-0331-2024,2023-11-15,Class I,Terminated,"Gills Onions, LLC","Distributors in Canada AB, BC, NB, NS, ON; and the United States AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD…","Gills Onions 8 oz cups, diced celery & onions"
celery,F-0189-2023,2022-12-14,Class II,Terminated,"Taylor Farms Northwest, LLC",Distributed in Washington only.,"Taylor Farms Carrot - Celery Sticks, Refrigerated & Ready To Eat product, packaged in a plastic clear clamshell container, net wt. 14 oz. Distributed by Taylor Farms NW Kent, WA 9…"
celery,F-1772-2022,2022-09-28,Class II,Terminated,"Russ Davis Wholesale, LLC","IA, MI, MN, ND, SD, WI","Fresh Veggie Value Bowl. Contains: Carrots, Celery, Cauliflower, Broccoli, Radish. Keep Refrigerated. Net Wt. 2.5 lbs. Item 82709. Packaged in the following brands Crazy Fresh, qu…"
celery,F-1295-2022,2022-06-22,Class I,Terminated,"Indianapolis Fruit Company, Inc.","Kentucky, Illinois, Indiana, Michigan, Ohio, West Virginia, and Wisconsin.","Garden Cut Celery Bites w/ Peanut Butter Celery, 6oz. clear plastic clamshell UPC 053495080705; 4 retail units per wholesale case."
celery,F-0132-2022,2021-11-17,Class II,Terminated,E-Z Spuds Inc,"Manufacturers and Food service establishments in the Chicago, IL metro area","E-Z Spuds Inc. 10# 30# Celery diced, crosscut"
celery,F-0674-2021,2021-06-16,Class I,Terminated,"BCFoods, Inc.","Manufactures and distributors in WI, OH, FL, MD, WA, PA, MN, and CA","BC Foods Celery Stalk and Leaf Dice 3/8, AD Sulfites, 11 lb. Poly lined bulk fiber carton. Item code: VCE1-D38-AXG-AB-AR"
celery,F-0673-2021,2021-06-16,Class I,Terminated,"BCFoods, Inc.","Manufactures and distributors in WI, OH, FL, MD, WA, PA, MN, and CA","BC Foods AD Celery Stalk Canners, 25 lb. Poly lined bulk fiber carton, item code VCES-TCA-BJA-AA-AB; BC Foods AD Celery Stalk Cross Cut, 25 lb. Poly lined bulk fiber carton, item …"
cheddar-cheese,H-0424-2026,2026-02-04,Class II,Terminated,"Prima Vera Nueva, Inc.","U.S. Distribution: CA, NV","Mushroom, Spinach & Salsa Tamales with 2 Cheeses Ingredients: Organic Corn Flour Masa, Mushrooms, Spinach, Onions, Jalapenos, Jack and White Cheddar Cheese (pasteurized milk, chee…"
cheddar-cheese,H-0425-2026,2026-02-04,Class II,Terminated,"Prima Vera Nueva, Inc.","U.S. Distribution: CA, NV","Roasted Pumpkin & White Cheddar Tamales Ingredients: Organic Corn Flour Masa, Pumpkin, Green Chile, Sharp Cheddar Cheese (Pasteurized Milk, Cheese Cultures, Salt and Enzymes), But…"
cheddar-cheese,F-1373-2024,2024-06-26,Class I,Terminated,Raw Farm LLC,"Products are distributed to retailers and distribution centers in the following U.S. states: TX, CA, CO, AZ. No foreign…","Raw Cheddar Cheese, made from unpasteurized milk, 8 oz (1/2 lb) block, Keep Refrigerated under 40 degrees"
cheddar-cheese,F-1372-2024,2024-06-26,Class I,Terminated,Raw Farm LLC,"Products are distributed to retailers and distribution centers in the following U.S. states: TX, CA, CO, AZ. No foreign…","Raw Cheddar Cheese, made from unpasteurized milk, 16 oz (1 lb) block, Keep Refrigerated under 40 degrees"
cheddar-cheese,F-1374-2024,2024-06-26,Class I,Terminated,Raw Farm LLC,"Products are distributed to retailers and distribution centers in the following U.S. states: TX, CA, CO, AZ. No foreign…","Raw Cheddar Cheese, made from unpasteurized milk, 8 oz (1/2 lb), shredded, in a plastic bag, Keep Refrigerated under 40 degrees"
cheddar-cheese,F-0911-2024,2024-02-28,Class II,Terminated,"Country Corner Dairy, LLC","The recall product was distributed to the following states : MD, VA","Fresh Local , Country Corner Dairy, WHITE CHEDDAR CHEESE, INGREDIENTS: Pasteurized Milk, Salt , Rennet, Calcium Chloride, Cheese Culture, Contains Milk. Product comes in various s…"
cheddar-cheese,F-0914-2024,2024-02-28,Class II,Terminated,"Country Corner Dairy, LLC","The recall product was distributed to the following states : MD, VA","Fresh Local , Country Corner Dairy, YELLOW CHEDDAR CHEESE, INGREDIENTS: Pasteurized Milk, Salt , Rennet, Calcium Chloride, Cheese Culture, Color, Contains Milk. Product comes in v…"
cheddar-cheese,F-1319-2022,2022-06-29,Class I,Terminated,"Taher, Inc.",MN,"Fresh Seasons Kitchen Power Pack. Fresh grapes, mild cheddar cheese, hard-boiled egg, whole wheat flatbread & Peanut Butter. ID# HP-981 UPC 10106-02165. Keep Refrigerated. Labeled…"
cherry,H-0009-2026,2025-10-08,Class III,Ongoing,Gina Marie Bakery LLC,Firm notified FDA of recall initiated by state of CT on 09/10/25. A copy of CT press release was requested for posting …,Toasted Cherry Biscotti
cherry,H-0007-2026,2025-10-08,Class III,Ongoing,Gina Marie Bakery LLC,Firm notified FDA of recall initiated by state of CT on 09/10/25. A copy of CT press release was requested for posting …,Toasted Almond & Cherry Biscotti
cherry,F-0032-2025,2024-10-23,Class III,Terminated,Walmart Inc,Nationwide,"Great Value Diced Peaches, Mandarin Segments, & Cherry Mixed Fruits Variety Pack, 4 oz, 12 Pack"
cherry,F-0835-2022,2022-03-16,Class II,Terminated,"Chicago Sweet Connections, Inc.",Retail locations in IL and WI,Chicago Sweet Connections: Paczkis - Cherry Flavor packaged in a clear plastic clamshell 4 pack
cherry,F-1004-2020,2020-07-08,Class II,Terminated,Coca Cola,"Corpus Christi and San Antonio, TX Metropolitan areas",Cherry Coke 20 oz UPC 049000018011
cherry,F-1006-2020,2020-07-08,Class II,Terminated,Coca Cola,"Corpus Christi and San Antonio, TX Metropolitan areas",Dr Pepper Cherry 20 oz UPC 078000098402
cilantro,H-1010-2026,2026-06-10,Class III,Terminated,Albertsons Companies LLC,Nationwide.,UPC 23070400000 SHRIMP SKEWER MEDIUM RAW CILANTRO LIME This is Albertson's store-made item and sold by random weight at point of sale with grocery store's scale label.
cilantro,H-0428-2026,2026-02-04,Class II,Terminated,"Prima Vera Nueva, Inc.","U.S. Distribution: CA, NV","Black Bean Bonanza Tamales with Black Beans NO DAIRY Ingredients: Organic Corn Flour Masa, Black Beans, Salsa (Tomatoes, Onions, Chiles, Garlic & Cilantro), Non-GMO Corn, Non-hydr…"
cilantro,H-0239-2025,2025-07-16,Class II,Terminated,UNFI General Corporate,"NJ, NY, MD, DC, PA",1. USA OG2 BNCH CILANTRO
cilantro,F-1086-2024,2024-03-27,Class I,Terminated,"Reser's Fine Foods, Inc.","Distributed in CA, CT, FL, ID, IL, MD, MT, NJ, NV, OR, PA, SD, TX, UT, VA, and WA.","FCF Item #404967, Costco Item #1506878, Cilantro Lime Crema, 60/4oz plastic cups per case. Labeled cups only sold in bulk for Food Service Use not for individual sale. UPC 13454 3…"
cinnamon,H-0555-2026,2026-03-18,Class I,Ongoing,Made Fresh Salads Inc,New York,Made Fresh Salads brand Apple Cinnamon Cream Cheese; 5 lb white plastic tub
cinnamon,H-0169-2026,2025-11-12,Class II,Terminated,TBC Distribution Corporate,"NC, NJ, OH, NY, MD, FL, SC, PA, MI, GA, MD, IL",Lucky Foods Cinnamon Powder; 40g
cinnamon,H-0070-2026,2025-10-22,Class II,Terminated,"SLR Food Distribution, Inc.","NY, MN, FL, OK, OH",Wise Wife Ground Cinnamon
cinnamon,H-0388-2025,2025-08-13,Class III,Terminated,"Stickney Hill Dairy, LLC",NY,"Boar's Head Chevre Goat Cheese Cranberry Cinnamon, Net Wt 4 oz (113g). UPC 0 42421-15231 9. Keep Refrigerated. Distributed By: Brunckhorst Co., NY, NY 11206-3886."
cinnamon,H-0368-2025,2025-08-06,Class II,Terminated,Reisman Bros Bakery,"NY, NJ, PA, MD, IL, CA, FL, MA, MI",Reisman's Cinnamon Danishes 3 oz.
cinnamon,H-0364-2025,2025-08-06,Class II,Terminated,Reisman Bros Bakery,"NY, NJ, PA, MD, IL, CA, FL, MA, MI",Reisman's Cinnamon Croissants 3 oz.
cinnamon,F-0250-2025,2024-12-11,Class II,Ongoing,Apple Wedge LLC,"Products were shipped to GA, NC, SC and FL.","Cinnamon Pasteurized APPLE WEDGE CIDER 1/2 Gal. (1.89L) HENDERSONVILLE, NC 28792 Keep Refrigerated Produce of USA Ingredients: Apples, Natural Cinnamon Flavor. 0.1% Potassium Sorb…"
cinnamon,F-1122-2024,2024-04-17,Class II,Terminated,Spices USA Inc.,"Distributors in 3 states: FL, GA, and NC; Trinidad and Tobago (W.I.); Guayana","Tasty-Sawa Cinnamon Ground, Net Wt. 55.11 lbs, paper bag (bulk), Country of Origin Vietnam"
cinnamon,F-0729-2023,2023-04-19,Class II,Terminated,E S Foods,Nationwide,61288 Mini Animal Graham Cinnamon SB
cinnamon,F-0722-2023,2023-04-19,Class II,Terminated,E S Foods,Nationwide,61119 RS Cinnamon Toast Crunch BB
cinnamon,F-0042-2023,2022-10-26,Class II,Terminated,Titusville Dairy Products Co.,Distributed to the recalling firm's direct consignee in PA.,Turner's Apple Cinnamon Whole Milk Cottage Cheese 5.3oz. (150g) UPC:3573300169
cinnamon,F-0040-2021,2020-10-28,Class I,Terminated,Sauer Brands Inc - SLO,nationwide and on line sales,The Spice Hunter Saigon Organic Cinnamon 1.7 oz. Jar UPC 8105701245 Case UPC 40081057012459
cinnamon,F-0005-2021,2020-10-14,Class I,Terminated,Kalustyan Corp.,Distributed in bulk to TX and IL in the US. Distributed to foreign facilities in Canada and Costa Rica,Ground cinnamon. Packaged in bulk 50 lb. corrugated boxes with inside liner.
cinnamon,F-1464-2020,2020-09-09,Class II,Terminated,Sundial Herbal Products,NY,"""SUNDIAL***Traditional Herbal Products***TRADITIONAL ORGANIC HERBS***CINNAMON***1 oz.***USES: STOMACH PAIN, MUCOUS CONGESTION, COLDS, NOSE BLEED, STIMULANT, FLAVORING***""; package…"
cinnamon,F-1319-2020,2020-08-19,Class II,Terminated,San Francisco Street Bakery Inc.,distributed in WA only.,"Cinnamon Raisin Bagel, San Francisco Street Bakery brand, keep at ambient temperature. Packaged in flex poly bags for bulk or various quantities specific to customer order. No UPC…"
coconut,H-0553-2025,2025-09-10,Class II,Terminated,"TAMPA MAID FOODS, LLC","Product was distributed to OH, MI, WI, PA, TX, MN, SC, OK, TN, MI, IL, KY, FL, VA,","Clean-tail Coconut Farm Raise Breaded Butterfly Shrimp Clean Tail (21/25 CT per pound) in bulk packaging, corrugated master cartons. Master carton case (4 x 3lb), KEEP FROZEN. Pro…"
coconut,F-1490-2024,2024-07-31,Class II,Ongoing,"Best Express Foods, Inc.","U.S. distribution to the following: CA, CO, AZ, WA, UT, TX, NJ, MD, IL, MI, MN, GA, FL Foreign distribution to the foll…","Universal Bakery Organic Aussie Bites, 30 oz clamshell container USDA Organic Certified Gluten Free Rolled Oats, Dried Apricots, Flax Seeds, Sunflower Seeds, Honey, Coconut, Quino…"
coconut,F-0613-2022,2022-02-02,Class I,Terminated,Nutralliance Inc,"CA, NV, NJ, NY, FL",Medium Chain Triglyceride (MCT) Powder 50% from Coconut / CocoTrim packaged in 20 kilogram brown bags with plastic inner lining for bulk sale to supplement manufacturers. Exclusiv…
coconut,F-0793-2021,2021-07-28,Class I,Terminated,Nutralliance Inc,Nationwide. Canada.,Medium Chain Triglyceride (MCT) Powder 50% from Coconut / CocoTrim packaged in 20 kilogram brown bags with plastic inner lining for bulk sale to supplement manufacturers. Exclusiv…
coconut,F-0794-2021,2021-07-28,Class I,Terminated,Nutralliance Inc,Nationwide. Canada.,Medium Chain Triglyceride (MCT) Powder 70% from Coconut / CocoTrim packaged in 20 kilogram brown bags with plastic inner lining for bulk sale to supplement manufacturers. Exclusiv…
coconut,F-0226-2021,2021-01-27,Class II,Terminated,Piping Rock Health Products,"IL, NY, MS, MI, MT, TN, WA, ID, FL, IN, KS, VA, UT, CA, KY, OK, CT, OH, AZ, MD, TX, IA, PA, NJ, WI, NM, SC, NC, NV, DC,…","FITNESS LABS***Organic***Coconut Oil***Extra Virgin***16 fl. oz. (473 mL)***Carefully Designed and Distributed by Piping Rock Health Products, LLC Ronkonkoma, NY 11779***"
coconut,F-0906-2020,2020-04-01,Class III,Terminated,"Organic By Nature, Inc.","nationwide, Canada and Netherlands",Touchstone Essentials Organic Super Protein Vanilla Coconut; Whole Food Dietary Supplement; Net Wt. 18.3 oz. (520g) Plastic Bottle; Finished Product Item#: FTEVPVC520G Manufacture…
coconut,F-0775-2020,2020-03-11,Class II,Terminated,"Vitamin Cottage Natural Food Markets, Inc.","157 Natural Grocers' stores in AR, AZ, CO, IA, ID, KS, LA, MN, MS, MT, NE, NV, NM, ND, OK, OR, TX, UT, WA, WY","Natural Grocers Organic Extra Virgin Coconut Oil, packaged in glass jars with metal lids and a plastic shrink seal, 17.5 oz. (518 mL), UPC# 849327-000368, Vitamin Cottage Natural …"
coconut,F-0776-2020,2020-03-11,Class II,Terminated,"Vitamin Cottage Natural Food Markets, Inc.","157 Natural Grocers' stores in AR, AZ, CO, IA, ID, KS, LA, MN, MS, MT, NE, NV, NM, ND, OK, OR, TX, UT, WA, WY","Natural Grocers Organic Extra Virgin Coconut Oil, packaged in glass jars with metal lids and a plastic shrink seal, 32 oz. (946 mL), UPC# 849327-000375, Vitamin Cottage Natural Fo…"
coffee,H-0456-2026,2026-02-11,Class I,Terminated,Everpress Juice,"The adulterated product was distributed the following states : AK,AZ CA, HI,ID,MT,NV,OR,UT,WA,AR,CO,IL,IN,LA,MN,MO,MS,N…","JUICE from the Raw, cashew coffee milk"
coffee,F-0846-2023,2023-05-17,Class II,Terminated,Windy Hill Chocolate LLC,Domestic consignee only.,Coffee Bonbon
coffee,F-0318-2022,2021-12-29,Class III,Terminated,Black Rifle Coffee Company,Tennessee,Black Rifle Coffee Mac V Whole Bean Coffee 12oz PET bags 40 bags per case
coffee,F-1507-2020,2020-09-09,Class II,Terminated,Sundial Herbal Products,NY,Ethiopian Coffee
coffee,F-0501-2020,2020-01-22,Class II,Terminated,Buddy Brew Coffee,Retail and wholesale distribution within the state of Florida.,Organic Cold brew BUDDY BREW COFFEE BOLT Original 10.5 oz. cans and 5 and 7.5 gallon kegs
coffee,F-0502-2020,2020-01-22,Class II,Terminated,Buddy Brew Coffee,Retail and wholesale distribution within the state of Florida.,Organic Cold brew BUDDY BREW COFFEE BOLT NITRO 10.5 oz. cans and 5 and 7.5 gallon kegs
collard-greens,F-0923-2023,2023-05-31,Class I,Terminated,Lancaster Foods LLC,"Distributors and retailers in MA, MD, PA, NY, NJ, and VA.","ROBINSON FRESH COLLARD GREENS, 16 OZ, UPC:0-95829-60006-7. Packaged in sealed plastic bags, 8 in a case. GIANT COLLARD GREENS, 16 OZ, UPC: 6-88267-05311-5. Packaged in sealed plas…"
cucumber,H-0525-2026,2026-03-04,Class III,Terminated,TENGEN USA TRADING CORP,"NY, PA, FL, LA, TX","YO!MAN CUCUMBER (FRESH HUNAN FLAVOR); Ingredients: Cucumber, chili pepper, edible vegetable oil, salt, water, sugar, brewing vinegar, food additives (monosodium glutamate, sodium …"
cucumber,H-0642-2025,2025-10-08,Class I,Terminated,Chefs Warehouse,"The recalled product was distributed to the following states: MD, DE, VA,",190 cs Cucumber Select 15ct
cucumber,H-0646-2025,2025-10-08,Class I,Terminated,Chefs Warehouse,"The recalled product was distributed to the following states: MD, DE, VA,",98 cs Cucumber - Super 6 Ct
cucumber,H-0645-2025,2025-10-08,Class I,Terminated,Chefs Warehouse,"The recalled product was distributed to the following states: MD, DE, VA,","15 lbs. Cucumbers Diced 1/4"""
cucumber,H-0644-2025,2025-10-08,Class I,Terminated,Chefs Warehouse,"The recalled product was distributed to the following states: MD, DE, VA,","5 lbs. Cucumber Diced 1/2"""
cucumber,H-0643-2025,2025-10-08,Class I,Terminated,Chefs Warehouse,"The recalled product was distributed to the following states: MD, DE, VA,","10lbs. Cucumbers Sliced 1/4"", 5 lbs. Cucumber Sliced 1/4"""
cucumber,H-0606-2025,2025-09-24,Class I,Terminated,"PRIMO NO. 1 IN PRODUCE, INC","The recalled product was distributed to the following states : VA, NY, PA, NJ","Cucumbers Peeled/Dice 1/4"" KBS 5LB, Cardboard boxes"
cucumber,H-0607-2025,2025-09-24,Class I,Terminated,"PRIMO NO. 1 IN PRODUCE, INC","The recalled product was distributed to the following states : VA, NY, PA, NJ","Cucumber Peeled Sliced KBS 2/5lb, Cardboard Boxes"
cucumber,H-0610-2025,2025-09-24,Class I,Terminated,"PRIMO NO. 1 IN PRODUCE, INC","The recalled product was distributed to the following states : VA, NY, PA, NJ","Cucumber Sliced 8oz 8ct/4#AV, Cardboard Boxes"
cucumber,H-0608-2025,2025-09-24,Class I,Terminated,"PRIMO NO. 1 IN PRODUCE, INC","The recalled product was distributed to the following states : VA, NY, PA, NJ","Cucumber Sliced PLD ¿ KBS 2/10lb, Cardboard Boxes"
cucumber,H-0264-2025,2025-07-23,Class I,Terminated,AND GO CONCEPTS DBA SALAD AND GO,Arizona and Nevada,"FG20004 Cucumber, Sliced packaged in poly bag, and cardboard case. 16 lbs per case"
cucumber,H-0225-2025,2025-07-16,Class II,Terminated,UNFI General Corporate,"NJ, NY, MD, DC, PA",1. CANADA ENGLISH CUCUMBER
cucumber,H-0217-2025,2025-07-09,Class I,Ongoing,FUENTES FARMS LLC,Texas,Cucumbers Box 40Lbs 1 1/9 Bushels.
cucumber,H-0030-2025,2025-06-18,Class I,Terminated,LIPMAN FAMILY FARMS,"Product was distributed to AZ, CA, IL, FL, WI, MA, MS, MN, CA, NC, VA, TN, VT, CT, NY, MD, PA, NJ, TX","Cucumber Super Selec Repacked by Lipman Produce Hendersonville, NC 28792, Product of USA"
cucumber,H-0029-2025,2025-06-18,Class I,Terminated,LIPMAN FAMILY FARMS,"Product was distributed to AZ, CA, IL, FL, WI, MA, MS, MN, CA, NC, VA, TN, VT, CT, NY, MD, PA, NJ, TX",PR Cucumber Sliced 2/5# 1/4 Pack Date May 22 Product of USA Lipman Family Farms Hendersonville / NC
cucumber,H-0028-2025,2025-06-18,Class I,Terminated,LIPMAN FAMILY FARMS,"Product was distributed to AZ, CA, IL, FL, WI, MA, MS, MN, CA, NC, VA, TN, VT, CT, NY, MD, PA, NJ, TX","Cucumber 5lb Repacked by Lipman Produce Hendersonville, NC 28792, Product of USA"
cucumber,H-0018-2025,2025-06-18,Class I,Terminated,Sysco Corporation,"DC, DE, FL, GA, MA, MD, MI, NC, NJ, OH, PA, SC, VA, WV, CT, KY, VT and Puerto Rico",3909520 2/5# IMPERIAL FRESH CUCUMBER DICED 3/8 SK-ON ALL LOT CODES 480414 2/5 # IMPERIAL FRESH FC CUCUMBER STRIPED AND SLICED ALL LOT CODES 481768 12/3 OZ IMPERIAL FRESH FC VEG VE…
cucumber,H-0037-2025,2025-06-18,Class I,Terminated,"TGD Cuts, LLC","The recall product was distributed to the following States: MD, PA, NC, VA, NJ","Cucumber Sliced Unpeeled, Pack Size 50, 2 oz. , 50 per case"
cucumber,H-0036-2025,2025-06-18,Class I,Terminated,"TGD Cuts, LLC","The recall product was distributed to the following States: MD, PA, NC, VA, NJ","Cucumber Sliced Unpeeled, Pack Size 5 lbs. , 1 per case"
cucumber,H-0027-2025,2025-06-18,Class I,Terminated,LIPMAN FAMILY FARMS,"Product was distributed to AZ, CA, IL, FL, WI, MA, MS, MN, CA, NC, VA, TN, VT, CT, NY, MD, PA, NJ, TX","Cucumber Super Selec Repacked by Lipman Produce Hendersonville, NC 28792, Product of USA"
cucumber,H-0031-2025,2025-06-18,Class I,Terminated,Sardilli Produce & Dairy Co. Inc.,MA,Smartcuts Cucumber Sliced Trays 2/2lb
cucumber,H-0026-2025,2025-06-18,Class I,Terminated,LIPMAN FAMILY FARMS,"Product was distributed to AZ, CA, IL, FL, WI, MA, MS, MN, CA, NC, VA, TN, VT, CT, NY, MD, PA, NJ, TX","Cucumber 24 Ct Repacked by Lipman Produce Hendersonville, NC 28792, Product of USA"
cucumber,H-0039-2025,2025-06-18,Class I,Terminated,"TGD Cuts, LLC","The recall product was distributed to the following States: MD, PA, NC, VA, NJ","Cucumber Sliced/Grape Tomato 50/2oz. Pack, 50 per case"
cucumber,H-0038-2025,2025-06-18,Class I,Terminated,"TGD Cuts, LLC","The recall product was distributed to the following States: MD, PA, NC, VA, NJ","Cucumber Sliced/Grape Tomato 50/2oz. Pack, 50 per case"
cucumber,H-0013-2025,2025-06-11,Class I,Terminated,Alex Kontos/Flavor-Pic Tomato Company,One (1) distributor in: KY,"Whole select cucumbers, 1/2 bushel, packed in a generic cardboard box, labeled as CUCUMBER Grn Ctn 24ct Box Packed By: Alex Kontos Fruit Co., Inc. Birmingham, AL"
cucumber,H-0002-2025,2025-06-11,Class I,Terminated,"Bedner Growers, Inc.",Florida,"Cucumbers, Wholesale Produce Supply, Bedner Growers, Inc. 10066 Lee Road Boynton Beach, FL 33473 (561)733-5490. Cucumbers were packaged in cardboard shipping boxes to customers wi…"
cucumber,H-0003-2025,2025-06-11,Class I,Terminated,Walmart Inc,"12 Retail locations in Texas: Ennis, TX; Palestine, TX; Longview, TX; Benbrook/Ft. Worth, TX; Wichita Falls, TX; Frisco…","Fresh cut cucumber slices, Marketside, packaged in clear plastic circular container with clear plastic lid and white adhesive label with black print, Walmart, Inc. Bentonville, AR…"
cucumber,F-0399-2025,2025-01-22,Class I,Terminated,HARDIES FRESH FOODS,Texas,"14019 Cucumber Select 6 CT, 01034 Cucumber Select 5# packaged in polybags Dairyland Produce, LLC"
cucumber,F-0400-2025,2025-01-22,Class I,Terminated,WHOLESALE PRODUCE SUPPLY LLC DBA,"IA, IL, KS, MN, MT, ND, NE, SD, WI and Canada","Cucumbers, Wholesale Produce Supply, 752 Kasota Circle, Minneapolis, MN 554145. Product of Mexico. Cucumbers sold in the following pack sizes: 1. 5 lb. pack 2. 6 ct individual ite…"
cucumber,F-0394-2025,2025-01-22,Class I,Terminated,First Quality Produce,Distributed within CA to 13 consignees. Product was not distributed to retail.,Cucumber Coins (sliced cucumbers); 5-lb plastic trays Brand: First Quality Produce
cucumber,F-0395-2025,2025-01-22,Class I,Terminated,First Quality Produce,Distributed within CA to 13 consignees. Product was not distributed to retail.,Cucumber Spear; 5-lb plastic trays Brand: First Quality Produce
cucumber,F-0396-2025,2025-01-22,Class I,Terminated,First Quality Produce,Distributed within CA to 13 consignees. Product was not distributed to retail.,Cucumber Diced; 5-lb plastic trays Brand: First Quality Produce
cucumber,F-0385-2025,2025-01-15,Class I,Terminated,"Dairyland Produce, LLC",Texas,Texas Harvest Product: 01035 Cucumber Sliced 5# 5-pound trays with sealed film
cucumber,F-0372-2025,2025-01-08,Class I,Terminated,Delta Fresh LLC.,"Recalled product was distributed to the following states: AZ, CA, IL, MD, MI, MN, NY. and TX.","Product is a whole, fresh cucumber with no individual packaging, labeling, PLU, or other identifying information. Cucumber weight and size varies. Type of master packaging: 1.PACK…"
cucumber,F-0367-2025,2025-01-08,Class I,Terminated,RUSS DAVIS WHOLESALE,"IA, IL, KS, MI, MN, MT, ND, NE, SD, WI, WY","Whole and Cut Cucumbers packaged in the following sizes: 1. Peak Cucumber Item 08027, 24 count. Product of Mexico. 2. Peak Cucumber Item 08009, 5 LB. Product of Mexico. 3. Cucumbe…"
cucumber,F-0373-2025,2025-01-08,Class I,Terminated,BALOIAN FARMS,"Distributed to the following states: AK, AZ, CA, CO, IA, ID, KS, MA, MI, MO, MT, NV, NY, NC, OR, TX, WA, and WI.","whole fresh American cucumbers packaged in bulk cardboard containers labeled with the ""Pamela"" brand, a generic white box with a sticker that provides the implicated grower's name…"
